Region,Council,Swim site,Date,Time,Enterococci (cfu/100mL),Water temperature (°C),Conductivity (µS/cm),Latitude,Longitude
Sydney City,Randwick City Council,Clovelly Beach,24/05/2022,10:19:00,40,17,57200,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,24/05/2022,10:53:00,26,17,55200,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,24/05/2022,09:18:00,14,17,58000,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,24/05/2022,10:37:00,37,17,55700,-33.903087000,151.268790000
Sydney City,Waverley Council,Bronte Beach,18/05/2022,09:28:00,0,16,59000,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,18/05/2022,08:36:00,4,16,58900,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,18/05/2022,09:35:00,0,16,58800,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),18/05/2022,09:10:00,3,16,59200,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,18/05/2022,09:01:00,5,16,59100,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,18/05/2022,08:20:00,5,14,57700,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,18/05/2022,08:50:00,8,16,58800,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,18/05/2022,07:50:00,240,14,58500,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,18/05/2022,08:15:00,52,13,53500,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,18/05/2022,07:36:00,56,15,58300,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,18/05/2022,09:49:00,1,16,58700,-33.891157000,151.278267000
Sydney City,Waverley Council,Bondi Beach,12/05/2022,07:02:00,42,20,52200,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,12/05/2022,08:32:00,210,20,50000,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,12/05/2022,08:07:00,18,19,53400,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,12/05/2022,08:19:00,36,20,52600,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,12/05/2022,07:43:00,450,20,48300,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,12/05/2022,08:07:00,21,19,53700,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,12/05/2022,07:29:00,18,19,54200,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,12/05/2022,07:11:00,80,20,53100,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),12/05/2022,07:35:00,25,20,51400,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,12/05/2022,07:59:00,16,20,52400,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,12/05/2022,07:21:00,60,20,53400,-33.903087000,151.268790000
Sydney City,Waverley Council,Bronte Beach,06/05/2022,10:25:00,0,19,53200,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,06/05/2022,09:05:00,1,18,53600,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,06/05/2022,10:46:00,0,19,53700,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,06/05/2022,10:10:00,10,19,53300,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,06/05/2022,08:48:00,0,19,53200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,06/05/2022,09:47:00,2,20,52600,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,06/05/2022,08:19:00,15,18,53500,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/05/2022,08:42:00,0,18,53400,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,06/05/2022,11:34:00,2,21,52700,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,06/05/2022,08:02:00,14,18,52900,-33.979882000,151.251417000
Sydney City,Randwick City Council,Little Bay Beach,02/05/2022,09:46:00,8,21,53200,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,02/05/2022,07:46:00,1,20,53300,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,02/05/2022,09:11:00,4,20,53200,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,02/05/2022,09:30:00,11,18,54200,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,02/05/2022,08:32:00,16,18,56000,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,02/05/2022,09:18:00,0,20,54200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,02/05/2022,08:18:00,3,18,56500,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,02/05/2022,08:00:00,3,20,54000,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,02/05/2022,08:54:00,4,20,53600,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,02/05/2022,08:10:00,2,20,53800,-33.903087000,151.268790000
Sydney City,Waverley Council,Bronte Beach,26/04/2022,10:54:00,3,21,51400,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,26/04/2022,10:24:00,1,21,52600,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,26/04/2022,11:06:00,1,22,53100,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),26/04/2022,10:43:00,2,21,52400,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,26/04/2022,10:36:00,13,21,54000,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,26/04/2022,09:57:00,0,20,53300,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,26/04/2022,,17,,,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,26/04/2022,09:37:00,16,20,52500,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,26/04/2022,09:57:00,2,20,53300,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,26/04/2022,09:28:00,12,20,52500,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,26/04/2022,11:16:00,0,21,52200,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,20/04/2022,10:03:00,68,21,51900,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,20/04/2022,08:44:00,15,20,52500,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,20/04/2022,09:28:00,22,21,48000,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,20/04/2022,09:49:00,11,21,52500,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,20/04/2022,07:45:00,32,20,52500,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,20/04/2022,09:33:00,12,21,52700,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,20/04/2022,07:57:00,11,20,52600,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),20/04/2022,08:03:00,5,20,52900,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,20/04/2022,08:28:00,14,21,52600,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,20/04/2022,09:10:00,10,21,52600,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,20/04/2022,08:10:00,7,21,52800,-33.903087000,151.268790000
Sydney City,Waverley Council,Bronte Beach,12/04/2022,10:18:00,0,21,51500,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,12/04/2022,09:16:00,6,22,51700,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,12/04/2022,10:32:00,0,22,50900,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),12/04/2022,10:05:00,0,22,51900,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,12/04/2022,09:56:00,4,22,50800,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,12/04/2022,09:01:00,6,22,51200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,12/04/2022,09:44:00,0,21,51000,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,12/04/2022,08:30:00,1,22,51300,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,12/04/2022,08:52:00,20,22,42100,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,12/04/2022,08:10:00,34,24,50100,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,12/04/2022,11:01:00,5,22,53200,-33.891157000,151.278267000
Sydney City,Waverley Council,Bondi Beach,06/04/2022,07:55:00,42,20,51100,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,06/04/2022,09:25:00,64,21,45100,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/04/2022,08:50:00,450,20,38000,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,06/04/2022,09:10:00,84,20,49900,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,06/04/2022,08:40:00,150,20,50000,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,06/04/2022,08:55:00,45,20,51000,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,06/04/2022,08:35:00,23,20,50600,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,06/04/2022,09:00:00,68,20,48100,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,06/04/2022,08:25:00,110,20,49000,-33.903087000,151.268790000
Sydney City,Waverley Council,Bronte Beach,31/03/2022,09:03:00,53,22,51600,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,31/03/2022,10:05:00,47,22,51800,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,31/03/2022,08:44:00,32,22,51800,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),31/03/2022,09:21:00,42,22,51600,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,31/03/2022,10:39:00,45,22,51900,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,31/03/2022,09:45:00,67,22,51700,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,31/03/2022,10:55:00,26,22,51200,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,31/03/2022,10:30:00,27,22,50200,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,31/03/2022,11:14:00,18,22,51700,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,31/03/2022,08:22:00,27,22,51800,-33.891157000,151.278267000
Sydney City,Waverley Council,Bondi Beach,25/03/2022,08:13:00,13,22,52700,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,25/03/2022,10:31:00,17,22,49000,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,25/03/2022,10:00:00,660,24,29000,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,25/03/2022,10:21:00,22,22,51100,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,25/03/2022,09:20:00,23,22,53500,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,25/03/2022,10:05:00,7,22,54000,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),25/03/2022,09:10:00,1,23,53000,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,25/03/2022,08:27:00,13,22,53400,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,25/03/2022,09:35:00,5,22,50600,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,25/03/2022,08:45:00,22,22,52800,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,25/03/2022,09:01:00,9,22,53000,-33.914578000,151.267659000
Sydney City,Randwick City Council,Clovelly Beach,21/03/2022,09:10:00,18,23,49100,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,21/03/2022,08:54:00,3,22,49100,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,21/03/2022,10:02:00,0,23,49400,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,21/03/2022,08:20:00,7,23,50500,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),21/03/2022,09:19:00,10,23,49900,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,21/03/2022,10:17:00,0,23,48500,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,21/03/2022,09:40:00,10,23,48900,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,21/03/2022,10:32:00,15,23,49400,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,21/03/2022,10:16:00,8,23,47600,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,21/03/2022,08:17:00,5,23,50500,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,21/03/2022,10:37:00,120,23,48200,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,15/03/2022,08:01:00,18,21,47000,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,15/03/2022,10:22:00,48,24,43500,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,15/03/2022,09:44:00,52,22,47500,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,15/03/2022,10:01:00,8,23,47700,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,15/03/2022,09:15:00,58,23,47000,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,15/03/2022,09:48:00,12,22,47000,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),15/03/2022,09:05:00,22,22,47700,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,15/03/2022,08:27:00,26,22,47700,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,15/03/2022,09:32:00,8,23,47700,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,15/03/2022,08:42:00,36,22,48200,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,15/03/2022,08:59:00,23,22,48000,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,09/03/2022,09:47:00,26,22,50100,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,09/03/2022,09:40:00,43,21,49200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,09/03/2022,10:02:00,25,22,50100,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,09/03/2022,09:21:00,15,22,50600,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,09/03/2022,09:43:00,20,22,49000,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,09/03/2022,09:06:00,27,23,49300,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,03/03/2022,07:48:00,50,20,50400,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,03/03/2022,09:14:00,350,20,51000,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,03/03/2022,08:47:00,15,22,51400,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,03/03/2022,09:01:00,900,21,51400,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,03/03/2022,08:30:00,280,20,50400,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,03/03/2022,08:49:00,20,21,51200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,03/03/2022,08:43:00,300,21,51300,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,03/03/2022,08:00:00,580,21,50600,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),03/03/2022,08:23:00,120,22,50400,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,03/03/2022,08:09:00,64,22,52400,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,03/03/2022,08:20:00,47,22,51400,-33.914578000,151.267659000
Sydney City,Randwick City Council,Clovelly Beach,28/02/2022,08:52:00,64,23,51000,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,28/02/2022,09:11:00,200,23,53000,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),28/02/2022,08:59:00,170,23,51900,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,28/02/2022,09:27:00,110,23,52900,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,28/02/2022,08:15:00,44,23,51800,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,28/02/2022,08:00:00,130,23,52500,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,28/02/2022,08:40:00,120,23,52900,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,28/02/2022,07:35:00,180,23,51000,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,28/02/2022,07:57:00,150,23,50400,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,28/02/2022,07:16:00,220,23,49700,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,28/02/2022,09:45:00,36,23,52200,-33.891157000,151.278267000
Sydney City,Waverley Council,Bondi Beach,18/02/2022,06:57:00,11,22,53600,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,18/02/2022,08:33:00,1,23,53400,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,18/02/2022,08:10:00,2,23,54100,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,18/02/2022,08:19:00,37,23,54100,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,18/02/2022,07:43:00,41,23,53700,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,18/02/2022,08:07:00,4,23,53700,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,18/02/2022,08:00:00,8,22,54100,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),18/02/2022,07:35:00,2,22,54300,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,18/02/2022,07:07:00,5,22,54100,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,18/02/2022,07:17:00,16,22,54600,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,18/02/2022,07:30:00,16,22,54000,-33.914578000,151.267659000
Sydney City,Randwick City Council,Clovelly Beach,14/02/2022,08:34:00,16,24,53600,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,14/02/2022,08:21:00,9,24,54200,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,14/02/2022,08:08:00,5,24,54100,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),14/02/2022,08:43:00,14,24,54000,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,14/02/2022,09:06:00,3,24,54100,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,14/02/2022,09:21:00,22,24,54200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,14/02/2022,08:52:00,20,24,54000,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,14/02/2022,09:26:00,6,24,54200,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,14/02/2022,09:17:00,23,23,54100,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,14/02/2022,07:53:00,9,24,53900,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,14/02/2022,09:46:00,4,24,54100,-33.979882000,151.251417000
Sydney City,Randwick City Council,Little Bay Beach,08/02/2022,07:30:00,19,22,51800,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,08/02/2022,10:01:00,28,23,53500,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,08/02/2022,08:18:00,170,21,44100,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,08/02/2022,07:46:00,37,22,53400,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,08/02/2022,08:45:00,75,22,53100,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,08/02/2022,08:05:00,0,22,53600,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,08/02/2022,08:25:00,0,23,53700,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),08/02/2022,09:20:00,20,23,51900,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,08/02/2022,09:51:00,86,23,53300,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,08/02/2022,09:35:00,75,23,534000,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,08/02/2022,09:05:00,10,22,53300,-33.914578000,151.267659000
Sydney City,Randwick City Council,Clovelly Beach,02/02/2022,07:23:00,7,20,53300,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,02/02/2022,07:11:00,26,19,53300,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),02/02/2022,07:29:00,48,21,53400,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,02/02/2022,07:03:00,120,20,42400,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,02/02/2022,07:59:00,38,19,53000,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,02/02/2022,08:04:00,38,19,53400,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,02/02/2022,07:44:00,130,22,51400,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,02/02/2022,08:15:00,120,19,52100,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,02/02/2022,08:05:00,34,19,53400,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,02/02/2022,06:52:00,16,20,53400,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,02/02/2022,08:29:00,48,22,51200,-33.979882000,151.251417000
Sydney City,Randwick City Council,Little Bay Beach,27/01/2022,09:07:00,1,22,49400,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,27/01/2022,07:21:00,10,21,51400,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,27/01/2022,08:38:00,1,21,50800,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,27/01/2022,08:52:00,0,20,51600,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,27/01/2022,08:13:00,76,22,51400,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,27/01/2022,08:35:00,0,20,50400,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,27/01/2022,08:28:00,0,22,51400,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,27/01/2022,07:34:00,1,21,51400,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),27/01/2022,08:04:00,0,21,50400,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,27/01/2022,07:46:00,2,21,51300,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,27/01/2022,07:58:00,2,22,52300,-33.914578000,151.267659000
Sydney City,Randwick City Council,Clovelly Beach,20/01/2022,09:13:00,17,20,50500,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,20/01/2022,09:36:00,14,21,52000,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),20/01/2022,09:19:00,7,20,48700,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,20/01/2022,10:01:00,4,22,48000,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,20/01/2022,08:42:00,3,20,54000,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,20/01/2022,08:29:00,0,20,50400,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,20/01/2022,08:57:00,20,19,49000,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,20/01/2022,08:07:00,15,20,49300,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,20/01/2022,08:23:00,1,20,50200,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,20/01/2022,10:17:00,2,22,50300,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,20/01/2022,07:55:00,16,20,49200,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,14/01/2022,09:32:00,8,22,53500,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,14/01/2022,07:10:00,28,21,53700,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,14/01/2022,07:30:00,10,23,53600,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,14/01/2022,07:18:00,34,22,53700,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,14/01/2022,08:24:00,17,22,53400,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,14/01/2022,07:45:00,41,23,53300,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,14/01/2022,07:52:00,14,23,53700,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),14/01/2022,08:44:00,9,22,53600,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,14/01/2022,09:14:00,10,22,53400,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,14/01/2022,09:03:00,7,21,53600,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,14/01/2022,08:25:00,13,22,53300,-33.914578000,151.267659000
Sydney City,Randwick City Council,Clovelly Beach,10/01/2022,09:10:00,5,22,53200,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,10/01/2022,09:36:00,4,22,53600,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,10/01/2022,09:52:00,0,23,53200,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),10/01/2022,09:22:00,0,22,53600,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,10/01/2022,08:21:00,7,22,53600,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,10/01/2022,08:38:00,1,22,53400,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,10/01/2022,08:59:00,16,22,53100,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,10/01/2022,08:00:00,4,21,53700,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,10/01/2022,08:34:00,3,23,52700,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,10/01/2022,07:46:00,4,21,53700,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,10/01/2022,10:07:00,0,23,54500,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,04/01/2022,07:43:00,10,22,53300,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,04/01/2022,10:13:00,36,23,53600,-33.891157000,151.278267000
