Region,Council,Swim site,Date,Time,Enterococci (cfu/100mL),Water temperature (°C),Conductivity (µS/cm),Latitude,Longitude
Sydney City,Waverley Council,Tamarama Beach,22/02/2019,11:46:00,45,22,54000,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,22/02/2019,10:56:00,6,21,54100,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,18/02/2019,08:41:00,67,22,54000,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),18/02/2019,08:08:00,120,21,53900,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,18/02/2019,07:37:00,33,21,53500,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,18/02/2019,07:50:00,41,21,53800,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,18/02/2019,08:00:00,3,21,53800,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,18/02/2019,08:54:00,270,22,53900,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,18/02/2019,09:05:00,280,22,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,18/02/2019,08:50:00,180,22,54100,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,18/02/2019,08:20:00,110,21,53800,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,18/02/2019,09:20:00,100,21,53600,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,18/02/2019,07:23:00,7,22,54000,-33.891157000,151.278267000
Sydney City,Waverley Council,Bondi Beach,13/02/2019,07:12:00,7,22,54100,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,13/02/2019,08:50:00,42,19,54500,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,13/02/2019,07:54:00,1,20,54200,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,13/02/2019,08:25:00,3,19,54300,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,13/02/2019,08:30:00,6,19,54900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,13/02/2019,08:23:00,6,19,54200,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,13/02/2019,07:39:00,6,19,54700,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,13/02/2019,07:32:00,2,19,54400,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,13/02/2019,07:23:00,2,19,54300,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),13/02/2019,07:44:00,0,20,54200,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,13/02/2019,08:11:00,2,19,54400,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,07/02/2019,08:57:00,4,22,53900,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),07/02/2019,08:28:00,0,21,54300,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,07/02/2019,07:56:00,2,21,54100,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,07/02/2019,08:13:00,2,21,54100,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,07/02/2019,08:22:00,10,21,54400,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,07/02/2019,09:10:00,4,23,53600,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,07/02/2019,09:24:00,34,23,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,07/02/2019,09:06:00,1,22,54200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,07/02/2019,08:40:00,12,22,54100,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,07/02/2019,07:48:00,1,22,53700,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,07/02/2019,09:32:00,53,22,54000,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,25/01/2019,07:15:00,5,23,53400,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,25/01/2019,09:20:00,5,23,53400,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,25/01/2019,08:20:00,8,23,53700,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,25/01/2019,08:54:00,1,22,53900,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,25/01/2019,09:05:00,10,23,53600,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,25/01/2019,08:50:00,7,23,52700,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,25/01/2019,08:00:00,9,22,53800,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,25/01/2019,07:45:00,9,22,53800,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),25/01/2019,08:05:00,7,22,53900,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,25/01/2019,07:30:00,14,22,53800,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,25/01/2019,08:35:00,20,23,53600,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,18/01/2019,08:30:00,8,21,53800,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),18/01/2019,08:03:00,0,20,54200,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,18/01/2019,07:35:00,20,20,53900,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,18/01/2019,07:50:00,15,21,53900,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,18/01/2019,07:58:00,4,21,53800,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,18/01/2019,08:40:00,,22,53500,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,18/01/2019,08:50:00,330,23,53600,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,18/01/2019,08:35:00,11,21,53900,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,18/01/2019,08:15:00,25,21,53700,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,18/01/2019,09:05:00,3,21,53700,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,18/01/2019,07:25:00,22,21,53900,-33.891157000,151.278267000
Sydney City,Waverley Council,Bondi Beach,10/01/2019,07:05:00,2,21,53400,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,10/01/2019,09:05:00,1,20,54100,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,10/01/2019,08:00:00,2,20,54200,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,10/01/2019,08:30:00,2,20,54100,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,10/01/2019,08:50:00,23,21,54100,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,10/01/2019,08:35:00,120,21,53700,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,10/01/2019,07:40:00,3,20,54300,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,10/01/2019,07:30:00,3,20,54100,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),10/01/2019,07:48:00,2,20,54200,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,10/01/2019,07:20:00,2,21,53800,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,10/01/2019,08:15:00,0,20,54100,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,04/01/2019,08:23:00,22,19,54200,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),04/01/2019,07:50:00,20,19,54300,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,04/01/2019,07:21:00,16,19,54000,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,04/01/2019,07:33:00,16,19,54100,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,04/01/2019,07:42:00,18,19,54200,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,04/01/2019,08:37:00,18,20,54000,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,04/01/2019,08:48:00,34,21,54100,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,04/01/2019,08:32:00,15,19,54200,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,04/01/2019,07:58:00,30,19,54200,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,04/01/2019,07:10:00,22,20,52900,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,04/01/2019,09:04:00,22,20,54000,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,28/12/2018,07:07:00,12,19,53400,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,28/12/2018,08:35:00,2,19,53700,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,28/12/2018,07:49:00,8,19,54000,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,28/12/2018,08:05:00,42,19,54100,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,28/12/2018,08:25:00,7,20,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,28/12/2018,08:09:00,8,20,47800,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,28/12/2018,07:36:00,21,18,54500,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,28/12/2018,07:28:00,17,18,54300,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),28/12/2018,07:41:00,0,18,54800,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,28/12/2018,07:18:00,14,19,53900,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,28/12/2018,08:00:00,6,19,54000,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,21/12/2018,08:25:00,84,20,54000,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),21/12/2018,08:00:00,110,20,54000,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,21/12/2018,07:35:00,120,20,53600,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,21/12/2018,07:45:00,120,20,53800,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,21/12/2018,07:55:00,63,20,54000,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,21/12/2018,08:40:00,140,20,53900,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,21/12/2018,08:50:00,550,20,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,21/12/2018,08:35:00,42,20,53400,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,21/12/2018,08:10:00,170,20,54100,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,21/12/2018,07:20:00,250,21,53200,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,21/12/2018,09:05:00,180,20,54000,-33.979882000,151.251417000
Sydney City,Randwick City Council,Little Bay Beach,17/12/2018,10:30:00,4,20,53700,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,17/12/2018,08:25:00,2,20,53600,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,17/12/2018,09:30:00,8,19,54000,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,17/12/2018,09:55:00,3,21,53700,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,17/12/2018,10:15:00,2,21,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,17/12/2018,10:00:00,6,21,53500,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,17/12/2018,09:10:00,5,20,53000,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,17/12/2018,08:55:00,3,19,54100,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,17/12/2018,08:40:00,0,19,54100,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),17/12/2018,09:15:00,1,19,53900,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,17/12/2018,09:45:00,3,20,53700,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,11/12/2018,11:24:00,32,21,53800,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,11/12/2018,12:15:00,1,21,53400,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),11/12/2018,11:54:00,3,21,53000,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,11/12/2018,12:03:00,2,21,53700,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,11/12/2018,11:44:00,1,21,53700,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,11/12/2018,11:14:00,2,22,54100,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,11/12/2018,10:55:00,13,22,53800,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,11/12/2018,11:08:00,2,22,53000,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,11/12/2018,11:37:00,2,21,53800,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,11/12/2018,12:27:00,8,21,53700,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,11/12/2018,10:45:00,4,22,53600,-33.979882000,151.251417000
Sydney City,Randwick City Council,Little Bay Beach,04/12/2018,10:26:00,1,22,53600,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,04/12/2018,08:35:00,2,21,54200,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,04/12/2018,09:32:00,3,21,54200,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,04/12/2018,09:52:00,8,21,53900,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,04/12/2018,10:13:00,12,21,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,04/12/2018,09:59:00,4,21,53400,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,04/12/2018,09:08:00,1,20,54400,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,04/12/2018,08:56:00,5,20,54100,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),04/12/2018,09:14:00,2,20,54700,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,04/12/2018,08:48:00,1,21,54200,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,04/12/2018,09:45:00,4,21,54400,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,29/11/2018,12:16:00,4,19,54200,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),29/11/2018,12:47:00,26,19,54200,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,29/11/2018,13:07:00,3,20,54500,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,29/11/2018,12:56:00,24,19,54900,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,29/11/2018,12:40:00,10,20,54100,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/11/2018,12:08:00,12,20,54100,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,29/11/2018,11:48:00,12,20,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,29/11/2018,12:00:00,1,20,54300,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,29/11/2018,12:30:00,50,20,54200,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,29/11/2018,11:30:00,5,20,54000,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,29/11/2018,13:16:00,13,20,54400,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,22/11/2018,09:34:00,,19,53400,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,22/11/2018,07:40:00,,19,53600,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,22/11/2018,08:38:00,,20,53900,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,22/11/2018,09:05:00,,19,54000,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,22/11/2018,09:20:00,,20,53500,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,22/11/2018,09:00:00,,19,53700,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,22/11/2018,08:10:00,,19,53800,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,22/11/2018,08:04:00,,18,53800,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,22/11/2018,07:50:00,,19,53600,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),22/11/2018,08:20:00,,19,54100,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,22/11/2018,08:55:00,,20,53500,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,16/11/2018,10:40:00,0,19,54400,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),16/11/2018,11:50:00,0,19,54100,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,16/11/2018,12:13:00,2,20,54300,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,16/11/2018,12:03:00,0,19,54300,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,16/11/2018,11:45:00,0,19,54200,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,16/11/2018,10:30:00,1,19,54300,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,16/11/2018,10:10:00,3,18,54400,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,16/11/2018,10:33:00,0,19,54700,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,16/11/2018,11:00:00,0,20,54500,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,16/11/2018,12:30:00,0,19,54100,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,16/11/2018,09:52:00,0,18,54300,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,09/11/2018,12:08:00,0,20,54200,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,09/11/2018,10:11:00,9,20,54300,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,09/11/2018,11:17:00,2,20,54200,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,09/11/2018,10:50:00,0,20,54000,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,09/11/2018,10:28:00,20,20,54500,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,09/11/2018,10:45:00,5,20,54200,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,09/11/2018,11:28:00,0,20,54400,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,09/11/2018,11:40:00,0,20,54200,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,09/11/2018,11:54:00,0,20,54100,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),09/11/2018,11:33:00,0,20,54200,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,09/11/2018,11:00:00,2,20,54200,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,05/11/2018,08:09:00,8,19,54200,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,05/11/2018,07:12:00,17,18,54000,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),05/11/2018,07:36:00,2,18,54200,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,05/11/2018,07:21:00,18,18,54100,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,05/11/2018,07:32:00,2,18,54200,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/11/2018,08:20:00,6,19,54000,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,05/11/2018,08:36:00,120,19,54200,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,05/11/2018,08:24:00,7,19,54100,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,05/11/2018,07:48:00,7,18,54600,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,05/11/2018,07:00:00,3,19,52800,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,05/11/2018,08:48:00,28,17,53500,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,29/10/2018,12:02:00,3,20,54100,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,29/10/2018,10:09:00,7,19,54100,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,29/10/2018,11:06:00,33,19,54200,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,29/10/2018,10:45:00,0,20,54300,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,29/10/2018,10:21:00,43,19,54300,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/10/2018,10:40:00,13,19,53900,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,29/10/2018,11:17:00,8,19,54300,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,29/10/2018,11:38:00,17,19,54200,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,29/10/2018,11:48:00,12,20,54200,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),29/10/2018,11:26:00,7,20,54000,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,29/10/2018,10:51:00,0,19,54400,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,23/10/2018,09:13:00,6,18,53900,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),23/10/2018,08:48:00,10,18,53900,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,23/10/2018,08:21:00,1,18,53300,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,23/10/2018,08:30:00,11,18,53700,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,23/10/2018,08:44:00,5,18,53900,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,23/10/2018,09:25:00,5,19,54100,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,23/10/2018,09:40:00,15,19,53400,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,23/10/2018,09:25:00,32,18,54300,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,23/10/2018,09:00:00,6,19,53700,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,23/10/2018,08:10:00,2,18,53900,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,23/10/2018,09:50:00,15,18,52500,-33.979882000,151.251417000
Sydney City,Randwick City Council,Little Bay Beach,16/10/2018,09:44:00,10,19,52600,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,16/10/2018,07:19:00,3,19,53700,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,16/10/2018,08:40:00,1,19,54000,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,16/10/2018,09:12:00,4,19,54000,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,16/10/2018,09:27:00,3,20,53900,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,16/10/2018,09:10:00,0,19,53400,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,16/10/2018,08:10:00,0,18,53600,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,16/10/2018,07:53:00,7,18,53800,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,16/10/2018,07:36:00,4,18,53800,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),16/10/2018,08:15:00,3,18,53800,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,16/10/2018,08:58:00,0,19,54800,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,11/10/2018,08:40:00,0,17,54500,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),11/10/2018,08:09:00,3,17,54500,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,11/10/2018,07:42:00,0,17,54500,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,11/10/2018,07:50:00,3,17,54600,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,11/10/2018,08:02:00,3,17,54700,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,11/10/2018,08:52:00,21,16,54200,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,11/10/2018,09:06:00,6,17,54500,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,11/10/2018,08:49:00,1,17,54700,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,11/10/2018,08:21:00,7,17,54500,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,11/10/2018,07:31:00,7,17,54300,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,11/10/2018,09:20:00,7,17,53800,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,05/10/2018,07:15:00,130,18,52900,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,05/10/2018,09:05:00,110,16,53000,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,05/10/2018,08:10:00,47,16,54000,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,05/10/2018,08:34:00,9,16,54400,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,05/10/2018,08:50:00,54,17,53300,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/10/2018,08:38:00,1300,16,46900,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,05/10/2018,07:50:00,34,17,53400,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,05/10/2018,07:35:00,200,17,53100,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,05/10/2018,07:25:00,76,17,53300,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),05/10/2018,07:56:00,140,17,51100,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,05/10/2018,08:27:00,9,17,54400,-33.948896000,151.257459000
Sydney City,Randwick City Council,Maroubra Beach,28/09/2018,12:03:00,2,18,54200,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),28/09/2018,12:41:00,0,18,54300,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,28/09/2018,13:04:00,0,18,54400,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,28/09/2018,12:52:00,3,18,54400,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,28/09/2018,12:35:00,2,18,54400,-33.914578000,151.267659000
